Month,Hour of the day,Day of the week,Campaign type,Search top IS,Search lost IS (budget),Search lost IS (rank)
November 2024,16,Thursday,Demand Gen,--,--,--
November 2024,16,Thursday,Performance Max,--,16.82%,78.3%
November 2024,16,Friday,Search,< 10%,18.32%,67.41%
November 2024,16,Friday,Demand Gen,--,--,--
November 2024,16,Friday,Performance Max,--,15.92%,79.04%
November 2024,16,Saturday,Search,10.71%,17.85%,67.33%
November 2024,16,Saturday,Demand Gen,--,--,--
November 2024,16,Saturday,Performance Max,--,22.93%,71.69%
November 2024,17,Sunday,Search,12.62%,34.52%,47.89%
November 2024,17,Sunday,Demand Gen,--,--,--
November 2024,17,Sunday,Performance Max,--,14.71%,81.35%
November 2024,17,Monday,Search,< 10%,17.36%,68.87%
November 2024,17,Monday,Demand Gen,--,--,--
November 2024,17,Monday,Performance Max,--,26.95%,67.88%
November 2024,17,Tuesday,Search,10.85%,9.24%,76.49%
November 2024,17,Tuesday,Demand Gen,--,--,--
November 2024,17,Tuesday,Performance Max,--,13.41%,82.06%
November 2024,17,Wednesday,Search,10.54%,4.67%,82.09%
November 2024,17,Wednesday,Demand Gen,--,--,--
November 2024,17,Wednesday,Performance Max,--,15.21%,79.93%
November 2024,17,Thursday,Search,< 10%,17.61%,68.5%
November 2024,17,Thursday,Demand Gen,--,--,--
November 2024,17,Thursday,Performance Max,--,16.22%,79.35%
November 2024,17,Friday,Search,< 10%,19.41%,66.85%
November 2024,17,Friday,Demand Gen,--,--,--
November 2024,17,Friday,Performance Max,--,17.2%,78.32%
November 2024,17,Saturday,Search,11.51%,18.03%,66.78%
November 2024,17,Saturday,Demand Gen,--,--,--
November 2024,17,Saturday,Performance Max,--,23.92%,70.36%
November 2024,18,Sunday,Search,12.84%,36.25%,46.66%
November 2024,18,Sunday,Demand Gen,--,--,--
November 2024,18,Sunday,Performance Max,--,14.21%,81.48%
November 2024,18,Monday,Search,< 10%,17.12%,68.91%
November 2024,18,Monday,Demand Gen,--,--,--
November 2024,18,Monday,Performance Max,--,27.49%,67.31%
November 2024,18,Tuesday,Search,11.07%,9.72%,76.41%
November 2024,18,Tuesday,Demand Gen,--,--,--
November 2024,18,Tuesday,Performance Max,--,12.14%,83.61%
November 2024,18,Wednesday,Search,< 10%,4.61%,81.58%
November 2024,18,Wednesday,Demand Gen,--,--,--
November 2024,18,Wednesday,Performance Max,--,11.17%,83.6%
November 2024,18,Thursday,Search,10.6%,15.05%,69.47%
November 2024,18,Thursday,Demand Gen,--,--,--
November 2024,18,Thursday,Performance Max,--,16.19%,79.47%
November 2024,18,Friday,Search,11.11%,18.38%,66.48%
November 2024,18,Friday,Demand Gen,--,--,--
November 2024,18,Friday,Performance Max,--,16.93%,78.46%
November 2024,18,Saturday,Search,11.29%,18.8%,65.52%
November 2024,18,Saturday,Demand Gen,--,--,--
November 2024,18,Saturday,Performance Max,--,21.77%,72.33%
November 2024,19,Sunday,Search,14.91%,35.4%,46.4%
November 2024,19,Sunday,Demand Gen,--,--,--
November 2024,19,Sunday,Performance Max,--,13.62%,82.04%
November 2024,19,Monday,Search,11.64%,14.21%,70.17%
November 2024,19,Monday,Demand Gen,--,--,--
November 2024,19,Monday,Performance Max,--,23.72%,71.83%
November 2024,19,Tuesday,Search,10.19%,8.92%,77.86%
November 2024,19,Tuesday,Demand Gen,--,--,--
November 2024,19,Tuesday,Performance Max,--,11.89%,83.26%
November 2024,19,Wednesday,Search,11.1%,3.1%,83%
November 2024,19,Wednesday,Demand Gen,--,--,--
November 2024,19,Wednesday,Performance Max,--,5.38%,88.98%
November 2024,19,Thursday,Search,10.5%,12.68%,71.57%
November 2024,19,Thursday,Demand Gen,--,--,--
November 2024,19,Thursday,Performance Max,--,16.9%,78.47%
November 2024,19,Friday,Search,11.58%,18.78%,66.06%
November 2024,19,Friday,Demand Gen,--,--,--
November 2024,19,Friday,Performance Max,--,16.96%,78.28%
November 2024,19,Saturday,Search,10.71%,18.21%,67.94%
November 2024,19,Saturday,Demand Gen,--,--,--
November 2024,19,Saturday,Performance Max,--,20.19%,75.08%
November 2024,20,Sunday,Search,16.88%,32.56%,47.13%
November 2024,20,Sunday,Demand Gen,--,--,--
November 2024,20,Sunday,Performance Max,--,12.28%,82.77%
November 2024,20,Monday,Search,10.13%,13.85%,72.21%
November 2024,20,Monday,Demand Gen,--,--,--
November 2024,20,Monday,Performance Max,--,21.89%,74.25%
November 2024,20,Tuesday,Search,11.77%,2.83%,80.73%
November 2024,20,Tuesday,Demand Gen,--,--,--
November 2024,20,Tuesday,Performance Max,--,11.19%,84.11%
November 2024,20,Wednesday,Search,11.1%,2.68%,83.79%
November 2024,20,Wednesday,Demand Gen,--,--,--
November 2024,20,Wednesday,Performance Max,--,5.22%,89.85%
November 2024,20,Thursday,Search,10.94%,9.66%,75.05%
November 2024,20,Thursday,Demand Gen,--,--,--
November 2024,20,Thursday,Performance Max,--,16.29%,79.06%
November 2024,20,Friday,Search,10.32%,15.02%,71.7%
November 2024,20,Friday,Demand Gen,--,--,--
November 2024,20,Friday,Performance Max,--,16.33%,78.77%
November 2024,20,Saturday,Search,11.92%,17.19%,68.25%
November 2024,20,Saturday,Demand Gen,--,--,--
November 2024,20,Saturday,Performance Max,--,20.65%,74.51%
November 2024,21,Sunday,Search,23.79%,23.55%,46.92%
November 2024,21,Sunday,Demand Gen,--,--,--
November 2024,21,Sunday,Performance Max,--,9.83%,85.48%
November 2024,21,Monday,Search,< 10%,14.99%,72.35%
November 2024,21,Monday,Demand Gen,--,--,--
November 2024,21,Monday,Performance Max,--,27.93%,68.64%
November 2024,21,Tuesday,Search,10.17%,1.45%,83.74%
November 2024,21,Tuesday,Demand Gen,--,--,--
November 2024,21,Tuesday,Performance Max,--,11.74%,83.61%
November 2024,21,Wednesday,Search,10.2%,2.39%,83.38%
November 2024,21,Wednesday,Demand Gen,--,--,--
November 2024,21,Wednesday,Performance Max,--,4.11%,> 90%
November 2024,21,Thursday,Search,11.04%,3.94%,80.31%
November 2024,21,Thursday,Demand Gen,--,--,--
November 2024,21,Thursday,Performance Max,--,15.85%,79.75%
November 2024,21,Friday,Search,11.29%,9.94%,76.17%
November 2024,21,Friday,Demand Gen,--,--,--
November 2024,21,Friday,Performance Max,--,13.37%,82.14%
November 2024,21,Saturday,Search,11.35%,8.94%,76.67%
November 2024,21,Saturday,Demand Gen,--,--,--
November 2024,21,Saturday,Performance Max,--,21.18%,73.61%
November 2024,22,Sunday,Search,34.57%,22.42%,33.33%
November 2024,22,Sunday,Demand Gen,--,--,--
November 2024,22,Sunday,Performance Max,--,7.82%,88.57%
November 2024,22,Monday,Search,< 10%,14.4%,73%
November 2024,22,Monday,Demand Gen,--,--,--
November 2024,22,Monday,Performance Max,--,24.03%,72.1%
November 2024,22,Tuesday,Search,10.05%,1.96%,85.16%
November 2024,22,Tuesday,Demand Gen,--,--,--
November 2024,22,Tuesday,Performance Max,--,9.19%,86.18%
November 2024,22,Wednesday,Search,< 10%,2.21%,85.81%
November 2024,22,Wednesday,Demand Gen,--,--,--
November 2024,22,Wednesday,Performance Max,--,3.64%,> 90%
November 2024,22,Thursday,Search,< 10%,3.07%,82.07%
November 2024,22,Thursday,Demand Gen,--,--,--
November 2024,22,Thursday,Performance Max,--,15.72%,80.33%
November 2024,22,Friday,Search,12.58%,3.92%,81.45%
November 2024,22,Friday,Demand Gen,--,--,--
November 2024,22,Friday,Performance Max,--,9.53%,85.46%
November 2024,22,Saturday,Search,< 10%,4.74%,82.05%
November 2024,22,Saturday,Demand Gen,--,--,--
November 2024,22,Saturday,Performance Max,--,19.59%,75.46%
November 2024,23,Sunday,Search,15.15%,11.43%,61.43%
November 2024,23,Sunday,Demand Gen,--,--,--
November 2024,23,Sunday,Performance Max,--,7.29%,88.66%
November 2024,23,Monday,Search,10.62%,9.99%,76.07%
November 2024,23,Monday,Demand Gen,--,--,--
November 2024,23,Monday,Performance Max,--,22.81%,74.79%
November 2024,23,Tuesday,Search,< 10%,0.78%,89.88%
November 2024,23,Tuesday,Demand Gen,--,--,--
November 2024,23,Tuesday,Performance Max,--,5.07%,> 90%
November 2024,23,Wednesday,Search,< 10%,1.91%,86.66%
November 2024,23,Wednesday,Demand Gen,--,--,--
November 2024,23,Wednesday,Performance Max,--,3.59%,> 90%
November 2024,23,Thursday,Search,10.61%,3.59%,82.07%
November 2024,23,Thursday,Demand Gen,--,--,--
November 2024,23,Thursday,Performance Max,--,16.11%,80.48%
November 2024,23,Friday,Search,11.48%,4.06%,82.76%
November 2024,23,Friday,Demand Gen,--,--,--
November 2024,23,Friday,Performance Max,--,8.79%,87.32%
November 2024,23,Saturday,Search,< 10%,3.56%,83.56%
November 2024,23,Saturday,Demand Gen,--,--,--
November 2024,23,Saturday,Performance Max,--,19.56%,76.07%
December 2024,0,Sunday,Search,< 10%,25.38%,62.93%
December 2024,0,Sunday,Demand Gen,--,--,--
December 2024,0,Sunday,Performance Max,--,28.87%,66.7%
December 2024,0,Monday,Search,< 10%,5.72%,85.41%
December 2024,0,Monday,Demand Gen,--,--,--
December 2024,0,Monday,Performance Max,--,24.81%,71.04%
December 2024,0,Tuesday,Search,< 10%,8.71%,77.65%
December 2024,0,Tuesday,Demand Gen,--,--,--
December 2024,0,Tuesday,Performance Max,--,22.02%,72.98%
December 2024,0,Wednesday,Search,< 10%,22.46%,63.32%
December 2024,0,Wednesday,Demand Gen,--,--,--
December 2024,0,Wednesday,Performance Max,--,33.17%,63.02%
December 2024,0,Thursday,Search,10.68%,21.3%,64.04%
December 2024,0,Thursday,Demand Gen,--,--,--
December 2024,0,Thursday,Performance Max,--,24.45%,71.06%
December 2024,0,Friday,Search,12.08%,8.63%,75.96%
December 2024,0,Friday,Demand Gen,--,--,--
December 2024,0,Friday,Performance Max,--,12.17%,83.36%
December 2024,0,Saturday,Search,< 10%,21.38%,66.52%
December 2024,0,Saturday,Demand Gen,--,--,--
December 2024,0,Saturday,Performance Max,--,29.88%,65.43%
December 2024,1,Sunday,Search,< 10%,23.26%,66.97%
December 2024,1,Sunday,Demand Gen,--,--,--
December 2024,1,Sunday,Performance Max,--,29.01%,66.08%
December 2024,1,Monday,Search,< 10%,6.24%,84.39%
December 2024,1,Monday,Demand Gen,--,--,--
December 2024,1,Monday,Performance Max,--,25.22%,70.13%
December 2024,1,Tuesday,Search,< 10%,8.31%,79.71%
December 2024,1,Tuesday,Demand Gen,--,--,--
December 2024,1,Tuesday,Performance Max,--,22%,72%
December 2024,1,Wednesday,Search,< 10%,23.65%,63.62%
December 2024,1,Wednesday,Demand Gen,--,--,--
December 2024,1,Wednesday,Performance Max,--,33.16%,62.37%
December 2024,1,Thursday,Search,11.76%,19.54%,65.54%
December 2024,1,Thursday,Demand Gen,--,--,--
December 2024,1,Thursday,Performance Max,--,25.14%,70.11%
December 2024,1,Friday,Search,11.88%,7.19%,75%
December 2024,1,Friday,Demand Gen,--,--,--
December 2024,1,Friday,Performance Max,--,12.7%,82.35%
December 2024,1,Saturday,Search,< 10%,20.82%,65.44%
December 2024,1,Saturday,Demand Gen,--,--,--
December 2024,1,Saturday,Performance Max,--,30.39%,65.02%
December 2024,2,Sunday,Search,< 10%,23.72%,61.26%
December 2024,2,Sunday,Demand Gen,--,--,--
December 2024,2,Sunday,Performance Max,--,29.13%,63.71%
December 2024,2,Monday,Search,< 10%,6.04%,84.86%
December 2024,2,Monday,Demand Gen,--,--,--
December 2024,2,Monday,Performance Max,--,24.82%,68.17%
December 2024,2,Tuesday,Search,11.85%,8.54%,75.26%
December 2024,2,Tuesday,Demand Gen,--,--,--
December 2024,2,Tuesday,Performance Max,--,19.91%,72.22%
December 2024,2,Wednesday,Search,10.86%,24.01%,58.97%
December 2024,2,Wednesday,Demand Gen,--,--,--
December 2024,2,Wednesday,Performance Max,--,35.04%,58.77%
December 2024,2,Thursday,Search,14.38%,21.41%,59.02%
December 2024,2,Thursday,Demand Gen,--,--,--
December 2024,2,Thursday,Performance Max,--,24.34%,68.65%
December 2024,2,Friday,Search,13.36%,9.45%,71.12%
December 2024,2,Friday,Demand Gen,--,--,--
December 2024,2,Friday,Performance Max,--,16.97%,75.28%
December 2024,2,Saturday,Search,< 10%,19.51%,66.36%
December 2024,2,Saturday,Demand Gen,--,--,--
December 2024,2,Saturday,Performance Max,--,30.43%,62.5%
December 2024,3,Sunday,Search,< 10%,20.98%,64.02%
December 2024,3,Sunday,Demand Gen,--,--,--
December 2024,3,Sunday,Performance Max,--,28.25%,63.03%
December 2024,3,Monday,Search,< 10%,5.57%,81.64%
December 2024,3,Monday,Demand Gen,--,--,--
December 2024,3,Monday,Performance Max,--,24%,66.83%
December 2024,3,Tuesday,Search,10.13%,8.59%,74.98%
December 2024,3,Tuesday,Demand Gen,--,--,--
December 2024,3,Tuesday,Performance Max,--,19.83%,70.39%
December 2024,3,Wednesday,Search,10.08%,23.78%,61.07%
December 2024,3,Wednesday,Demand Gen,--,--,--
December 2024,3,Wednesday,Performance Max,--,35.14%,56.8%
December 2024,3,Thursday,Search,13.74%,24.17%,57.93%
December 2024,3,Thursday,Demand Gen,--,--,--
December 2024,3,Thursday,Performance Max,--,25.39%,66.08%
December 2024,3,Friday,Search,10.58%,9.82%,72.57%
December 2024,3,Friday,Demand Gen,--,--,--
December 2024,3,Friday,Performance Max,--,16.83%,74.53%
December 2024,3,Saturday,Search,14.79%,19.34%,61.42%
December 2024,3,Saturday,Demand Gen,--,--,--
December 2024,3,Saturday,Performance Max,--,30.6%,60.45%
December 2024,4,Sunday,Search,< 10%,24.81%,59.54%
December 2024,4,Sunday,Demand Gen,--,--,--
December 2024,4,Sunday,Performance Max,--,28.2%,60.89%
December 2024,4,Monday,Search,< 10%,6.31%,82.81%
December 2024,4,Monday,Demand Gen,--,--,--
December 2024,4,Monday,Performance Max,--,24.06%,66.68%
December 2024,4,Tuesday,Search,10.17%,7.74%,77.85%
December 2024,4,Tuesday,Demand Gen,--,--,--
December 2024,4,Tuesday,Performance Max,--,21.58%,68.15%
December 2024,4,Wednesday,Search,< 10%,24.1%,64.09%
December 2024,4,Wednesday,Demand Gen,--,--,--
December 2024,4,Wednesday,Performance Max,--,37.04%,54.28%
December 2024,4,Thursday,Search,13.38%,28.75%,52.41%
December 2024,4,Thursday,Demand Gen,--,--,--
December 2024,4,Thursday,Performance Max,--,25.89%,64.01%
December 2024,4,Friday,Search,14.45%,11.07%,69.48%
December 2024,4,Friday,Demand Gen,--,--,--
December 2024,4,Friday,Performance Max,--,14.37%,75.76%
December 2024,4,Saturday,Search,11.49%,20%,61.19%
December 2024,4,Saturday,Demand Gen,--,--,--
December 2024,4,Saturday,Performance Max,--,29.64%,60.02%
December 2024,5,Sunday,Search,< 10%,23.38%,60.11%
December 2024,5,Sunday,Demand Gen,--,--,--
December 2024,5,Sunday,Performance Max,--,27.4%,61.61%
December 2024,5,Monday,Search,< 10%,6.93%,81.55%
December 2024,5,Monday,Demand Gen,--,--,--
December 2024,5,Monday,Performance Max,--,23.38%,67.24%
December 2024,5,Tuesday,Search,< 10%,8.5%,75.8%
December 2024,5,Tuesday,Demand Gen,--,--,--
December 2024,5,Tuesday,Performance Max,--,19.2%,70.69%
December 2024,5,Wednesday,Search,< 10%,23.65%,61.83%
December 2024,5,Wednesday,Demand Gen,--,--,--
December 2024,5,Wednesday,Performance Max,--,37.74%,54%
December 2024,5,Thursday,Search,11.35%,24.62%,57.25%
December 2024,5,Thursday,Demand Gen,--,--,--
December 2024,5,Thursday,Performance Max,--,24.96%,65.49%
December 2024,5,Friday,Search,12.94%,12%,67.52%
December 2024,5,Friday,Demand Gen,--,--,--
December 2024,5,Friday,Performance Max,--,11.67%,79%
December 2024,5,Saturday,Search,12.64%,18.54%,62.31%
December 2024,5,Saturday,Demand Gen,--,--,--
December 2024,5,Saturday,Performance Max,--,28.85%,61.07%
December 2024,6,Sunday,Search,< 10%,25.32%,60.23%
December 2024,6,Sunday,Demand Gen,--,--,--
December 2024,6,Sunday,Performance Max,--,27.67%,61.85%
December 2024,6,Monday,Search,< 10%,6.46%,81.84%
December 2024,6,Monday,Demand Gen,--,--,--
December 2024,6,Monday,Performance Max,--,25.36%,66.13%
December 2024,6,Tuesday,Search,< 10%,9.37%,75.32%
December 2024,6,Tuesday,Demand Gen,--,--,--
December 2024,6,Tuesday,Performance Max,--,20.24%,70.16%
December 2024,6,Wednesday,Search,10.93%,23.08%,60.83%
December 2024,6,Wednesday,Demand Gen,--,--,--
December 2024,6,Wednesday,Performance Max,--,41%,50.92%
December 2024,6,Thursday,Search,13.69%,16.6%,62.53%
December 2024,6,Thursday,Demand Gen,--,--,--
December 2024,6,Thursday,Performance Max,--,25.61%,65.47%
December 2024,6,Friday,Search,11.53%,11.1%,69.92%
December 2024,6,Friday,Demand Gen,--,--,--
December 2024,6,Friday,Performance Max,--,11.35%,79.63%
December 2024,6,Saturday,Search,11.92%,20.46%,62.41%
December 2024,6,Saturday,Demand Gen,--,--,--
December 2024,6,Saturday,Performance Max,--,27.85%,63.45%
December 2024,7,Sunday,Search,< 10%,26.93%,57.57%
December 2024,7,Sunday,Demand Gen,--,--,--
December 2024,7,Sunday,Performance Max,--,29.05%,61.01%
December 2024,7,Monday,Search,< 10%,7.45%,76.94%
December 2024,7,Monday,Demand Gen,--,--,--
December 2024,7,Monday,Performance Max,--,22.42%,69.57%
December 2024,7,Tuesday,Search,10.42%,8.64%,75.11%
December 2024,7,Tuesday,Demand Gen,--,--,--
December 2024,7,Tuesday,Performance Max,--,22.35%,68.71%
December 2024,7,Wednesday,Search,10.58%,23.54%,60.34%
December 2024,7,Wednesday,Demand Gen,--,--,--
December 2024,7,Wednesday,Performance Max,--,41.98%,50.61%
December 2024,7,Thursday,Search,13.47%,16.2%,62.48%
December 2024,7,Thursday,Demand Gen,--,--,--
December 2024,7,Thursday,Performance Max,--,25.12%,66.87%
December 2024,7,Friday,Search,12.7%,11.39%,71.27%
December 2024,7,Friday,Demand Gen,--,--,--
December 2024,7,Friday,Performance Max,--,11.6%,79.71%
December 2024,7,Saturday,Search,11.2%,18%,64.67%
December 2024,7,Saturday,Demand Gen,--,--,--
December 2024,7,Saturday,Performance Max,--,26.24%,65.12%
December 2024,8,Sunday,Search,10.2%,25.87%,57.6%
December 2024,8,Sunday,Demand Gen,--,--,--
December 2024,8,Sunday,Performance Max,--,27.29%,64.2%
December 2024,8,Monday,Search,< 10%,8.2%,74.96%
December 2024,8,Monday,Demand Gen,--,--,--
December 2024,8,Monday,Performance Max,--,20.63%,71.29%
December 2024,8,Tuesday,Search,< 10%,10.01%,75.17%
December 2024,8,Tuesday,Demand Gen,--,--,--
December 2024,8,Tuesday,Performance Max,--,22.67%,68.93%
December 2024,8,Wednesday,Search,11.82%,22.26%,59.59%
December 2024,8,Wednesday,Demand Gen,--,--,--
December 2024,8,Wednesday,Performance Max,--,42.21%,50.71%
December 2024,8,Thursday,Search,11.78%,16.74%,63.87%
December 2024,8,Thursday,Demand Gen,--,--,--
December 2024,8,Thursday,Performance Max,--,25.34%,67.31%
December 2024,8,Friday,Search,12.03%,12.11%,70.31%
December 2024,8,Friday,Demand Gen,--,--,--
December 2024,8,Friday,Performance Max,--,11.8%,81.51%
December 2024,8,Saturday,Search,< 10%,18.57%,66.83%
December 2024,8,Saturday,Demand Gen,--,--,--
December 2024,8,Saturday,Performance Max,--,24.91%,66.9%
December 2024,9,Sunday,Search,10.12%,26.66%,57.02%
December 2024,9,Sunday,Demand Gen,--,--,--
December 2024,9,Sunday,Performance Max,--,26.89%,65.24%
December 2024,9,Monday,Search,< 10%,7.5%,76.28%
December 2024,9,Monday,Demand Gen,--,--,--
December 2024,9,Monday,Performance Max,--,20.68%,71.68%
December 2024,9,Tuesday,Search,< 10%,10.1%,75.09%
December 2024,9,Tuesday,Demand Gen,--,--,--
December 2024,9,Tuesday,Performance Max,--,23.17%,69.8%
December 2024,9,Wednesday,Search,11.47%,20.74%,61.89%
December 2024,9,Wednesday,Demand Gen,--,--,--
December 2024,9,Wednesday,Performance Max,--,40.25%,53.2%
December 2024,9,Thursday,Search,11.9%,18.64%,62.16%
December 2024,9,Thursday,Demand Gen,--,--,--
December 2024,9,Thursday,Performance Max,--,25.08%,68.02%
December 2024,9,Friday,Search,13.07%,10.61%,69.94%
December 2024,9,Friday,Demand Gen,--,--,--
December 2024,9,Friday,Performance Max,--,12.28%,80.85%
December 2024,9,Saturday,Search,< 10%,21.08%,64.03%
December 2024,9,Saturday,Demand Gen,--,--,--
December 2024,9,Saturday,Performance Max,--,25.24%,67.91%
December 2024,10,Sunday,Search,10.92%,23.42%,59.17%
December 2024,10,Sunday,Demand Gen,--,--,--
December 2024,10,Sunday,Performance Max,--,26.93%,65.85%
December 2024,10,Monday,Search,< 10%,8.2%,75.03%
December 2024,10,Monday,Demand Gen,--,--,--
December 2024,10,Monday,Performance Max,--,21.6%,71.78%
December 2024,10,Tuesday,Search,< 10%,10.56%,76.32%
December 2024,10,Tuesday,Demand Gen,--,--,--
December 2024,10,Tuesday,Performance Max,--,23.09%,69.95%
