Month,Hour of the day,Day of the week,Campaign type,Search top IS,Search lost IS (budget),Search lost IS (rank)
January 2024,23,Friday,Shopping,--,--,--
January 2024,23,Friday,Performance Max,--,0.99%,> 90%
January 2024,23,Saturday,Search,< 10%,16.97%,71.13%
January 2024,23,Saturday,Shopping,--,--,--
January 2024,23,Saturday,Performance Max,--,26.05%,70.26%
February 2024,0,Sunday,Search,12.1%,9.8%,68.7%
February 2024,0,Sunday,Shopping,--,--,--
February 2024,0,Sunday,Demand Gen,--,--,--
February 2024,0,Sunday,Performance Max,--,1.9%,> 85.5%
February 2024,0,Monday,Search,14.0%,12.2%,65.3%
February 2024,0,Monday,Shopping,--,--,--
February 2024,0,Monday,Demand Gen,--,--,--
February 2024,0,Monday,Performance Max,--,4.7%,> 85.5%
February 2024,0,Tuesday,Search,9.9%,4.3%,75.8%
February 2024,0,Tuesday,Shopping,--,--,--
February 2024,0,Tuesday,Demand Gen,--,--,--
February 2024,0,Tuesday,Performance Max,--,1.1%,> 85.5%
February 2024,0,Wednesday,Search,13.3%,0%,79.5%
February 2024,0,Wednesday,Shopping,--,--,--
February 2024,0,Wednesday,Demand Gen,--,--,--
February 2024,0,Wednesday,Performance Max,--,9.0%,83.4%
February 2024,0,Thursday,Search,14.8%,7.1%,70.2%
February 2024,0,Thursday,Shopping,--,--,--
February 2024,0,Thursday,Demand Gen,--,--,--
February 2024,0,Thursday,Performance Max,--,58.8%,32.3%
February 2024,0,Friday,Search,18.3%,24.5%,46.4%
February 2024,0,Friday,Shopping,--,--,--
February 2024,0,Friday,Demand Gen,--,--,--
February 2024,0,Friday,Performance Max,--,67.7%,23.0%
February 2024,0,Saturday,Search,14.0%,5.7%,70.8%
February 2024,0,Saturday,Shopping,--,--,--
February 2024,0,Saturday,Demand Gen,--,--,--
February 2024,0,Saturday,Performance Max,--,33.0%,57.0%
February 2024,1,Sunday,Search,11.6%,12.0%,70.2%
February 2024,1,Sunday,Shopping,--,--,--
February 2024,1,Sunday,Demand Gen,--,--,--
February 2024,1,Sunday,Performance Max,--,1.6%,> 85.5%
February 2024,1,Monday,Search,16.7%,11.6%,62.4%
February 2024,1,Monday,Shopping,--,--,--
February 2024,1,Monday,Demand Gen,--,--,--
February 2024,1,Monday,Performance Max,--,4.4%,> 85.5%
February 2024,1,Tuesday,Search,13.2%,4.3%,73.5%
February 2024,1,Tuesday,Shopping,--,--,--
February 2024,1,Tuesday,Performance Max,--,1.1%,> 85.5%
February 2024,1,Wednesday,Search,< 9.5%,0%,83.7%
February 2024,1,Wednesday,Shopping,--,--,--
February 2024,1,Wednesday,Demand Gen,--,--,--
February 2024,1,Wednesday,Performance Max,--,8.5%,83.6%
February 2024,1,Thursday,Search,20.1%,6.7%,64.9%
February 2024,1,Thursday,Shopping,--,--,--
February 2024,1,Thursday,Demand Gen,--,--,--
February 2024,1,Thursday,Performance Max,--,59.1%,31.8%
February 2024,1,Friday,Search,11.5%,22.5%,54.7%
February 2024,1,Friday,Shopping,--,--,--
February 2024,1,Friday,Demand Gen,--,--,--
February 2024,1,Friday,Performance Max,--,63.8%,29.4%
February 2024,1,Saturday,Search,18.6%,4.6%,65.7%
February 2024,1,Saturday,Shopping,--,--,--
February 2024,1,Saturday,Demand Gen,--,--,--
February 2024,1,Saturday,Performance Max,--,34.7%,54.8%
February 2024,2,Sunday,Search,11.8%,10.4%,70.6%
February 2024,2,Sunday,Shopping,--,--,--
February 2024,2,Sunday,Demand Gen,--,--,--
February 2024,2,Sunday,Performance Max,--,2.1%,> 85.5%
February 2024,2,Monday,Search,14.8%,11.5%,64.4%
February 2024,2,Monday,Shopping,--,--,--
February 2024,2,Monday,Demand Gen,--,--,--
February 2024,2,Monday,Performance Max,--,4.6%,> 85.5%
February 2024,2,Tuesday,Search,12.3%,3.5%,74.5%
February 2024,2,Tuesday,Shopping,--,--,--
February 2024,2,Tuesday,Demand Gen,--,--,--
February 2024,2,Tuesday,Performance Max,--,1.1%,> 85.5%
February 2024,2,Wednesday,Search,15.7%,0%,76.3%
February 2024,2,Wednesday,Shopping,--,--,--
February 2024,2,Wednesday,Demand Gen,--,--,--
February 2024,2,Wednesday,Performance Max,--,8.8%,84.4%
February 2024,2,Thursday,Search,< 9.5%,8.6%,75.8%
February 2024,2,Thursday,Shopping,--,--,--
February 2024,2,Thursday,Demand Gen,--,--,--
February 2024,2,Thursday,Performance Max,--,59.1%,32.5%
February 2024,2,Friday,Search,20.6%,26.0%,44.7%
February 2024,2,Friday,Shopping,--,--,--
February 2024,2,Friday,Demand Gen,--,--,--
February 2024,2,Friday,Performance Max,--,58.4%,35.1%
February 2024,2,Saturday,Search,17.8%,6.5%,65.7%
February 2024,2,Saturday,Shopping,--,--,--
February 2024,2,Saturday,Demand Gen,--,--,--
February 2024,2,Saturday,Performance Max,--,36.2%,47.5%
February 2024,3,Sunday,Search,12.8%,11.6%,66.7%
February 2024,3,Sunday,Shopping,--,--,--
February 2024,3,Sunday,Demand Gen,--,--,--
February 2024,3,Sunday,Performance Max,--,3.6%,> 85.5%
February 2024,3,Monday,Search,13.9%,10.9%,66.9%
February 2024,3,Monday,Shopping,--,--,--
February 2024,3,Monday,Demand Gen,--,--,--
February 2024,3,Monday,Performance Max,--,4.8%,> 85.5%
February 2024,3,Tuesday,Search,12.5%,3.7%,79.0%
February 2024,3,Tuesday,Shopping,--,--,--
February 2024,3,Tuesday,Demand Gen,--,--,--
February 2024,3,Tuesday,Performance Max,--,1.4%,> 85.5%
February 2024,3,Wednesday,Search,20.7%,0%,73.3%
February 2024,3,Wednesday,Shopping,--,--,--
February 2024,3,Wednesday,Demand Gen,--,--,--
February 2024,3,Wednesday,Performance Max,--,9.3%,82.6%
February 2024,3,Thursday,Search,11.6%,6.2%,74.7%
February 2024,3,Thursday,Shopping,--,--,--
February 2024,3,Thursday,Demand Gen,--,--,--
February 2024,3,Thursday,Performance Max,--,58.9%,32.1%
February 2024,3,Friday,Search,21.2%,24.4%,46.7%
February 2024,3,Friday,Shopping,--,--,--
February 2024,3,Friday,Demand Gen,--,--,--
February 2024,3,Friday,Performance Max,--,58.0%,35.8%
February 2024,3,Saturday,Search,16.0%,5.7%,71.1%
February 2024,3,Saturday,Shopping,--,--,--
February 2024,3,Saturday,Demand Gen,--,--,--
February 2024,3,Saturday,Performance Max,--,42.2%,42.2%
February 2024,4,Sunday,Search,13.9%,11.2%,67.5%
February 2024,4,Sunday,Shopping,--,--,--
February 2024,4,Sunday,Demand Gen,--,--,--
February 2024,4,Sunday,Performance Max,--,2.7%,> 85.5%
February 2024,4,Monday,Search,18.5%,12.5%,60.2%
February 2024,4,Monday,Shopping,--,--,--
February 2024,4,Monday,Demand Gen,--,--,--
February 2024,4,Monday,Performance Max,--,4.1%,> 85.5%
February 2024,4,Tuesday,Search,14.2%,4.1%,75.1%
February 2024,4,Tuesday,Shopping,--,--,--
February 2024,4,Tuesday,Demand Gen,--,--,--
February 2024,4,Tuesday,Performance Max,--,1.8%,> 85.5%
February 2024,4,Wednesday,Search,12.5%,0%,79.7%
February 2024,4,Wednesday,Shopping,--,--,--
February 2024,4,Wednesday,Demand Gen,--,--,--
February 2024,4,Wednesday,Performance Max,--,9.5%,83.0%
February 2024,4,Thursday,Search,14.8%,9.1%,68.6%
February 2024,4,Thursday,Shopping,--,--,--
February 2024,4,Thursday,Demand Gen,--,--,--
February 2024,4,Thursday,Performance Max,--,58.9%,34.2%
February 2024,4,Friday,Search,17.3%,24.4%,48.9%
February 2024,4,Friday,Shopping,--,--,--
February 2024,4,Friday,Demand Gen,--,--,--
February 2024,4,Friday,Performance Max,--,57.1%,35.6%
February 2024,4,Saturday,Search,14.9%,5.4%,69.6%
February 2024,4,Saturday,Shopping,--,--,--
February 2024,4,Saturday,Demand Gen,--,--,--
February 2024,4,Saturday,Performance Max,--,48.4%,38.0%
February 2024,5,Sunday,Search,13.0%,9.5%,70.0%
February 2024,5,Sunday,Shopping,--,--,--
February 2024,5,Sunday,Demand Gen,--,--,--
February 2024,5,Sunday,Performance Max,--,3.2%,> 85.5%
February 2024,5,Monday,Search,16.5%,15.0%,59.5%
February 2024,5,Monday,Shopping,--,--,--
February 2024,5,Monday,Demand Gen,--,--,--
February 2024,5,Monday,Performance Max,--,4.3%,> 85.5%
February 2024,5,Tuesday,Search,14.8%,4.4%,71.1%
February 2024,5,Tuesday,Shopping,--,--,--
February 2024,5,Tuesday,Demand Gen,--,--,--
February 2024,5,Tuesday,Performance Max,--,1.6%,> 85.5%
February 2024,5,Wednesday,Search,17.6%,0%,74.5%
February 2024,5,Wednesday,Shopping,--,--,--
February 2024,5,Wednesday,Demand Gen,--,--,--
February 2024,5,Wednesday,Performance Max,--,9.3%,81.5%
February 2024,5,Thursday,Search,13.7%,8.0%,71.6%
February 2024,5,Thursday,Shopping,--,--,--
February 2024,5,Thursday,Demand Gen,--,--,--
February 2024,5,Thursday,Performance Max,--,58.9%,33.7%
February 2024,5,Friday,Search,14.9%,27.4%,48.8%
February 2024,5,Friday,Shopping,--,--,--
February 2024,5,Friday,Demand Gen,--,--,--
February 2024,5,Friday,Performance Max,--,49.2%,43.7%
February 2024,5,Saturday,Search,15.5%,8.2%,67.7%
February 2024,5,Saturday,Shopping,--,--,--
February 2024,5,Saturday,Demand Gen,--,--,--
February 2024,5,Saturday,Performance Max,--,49.8%,37.4%
February 2024,6,Sunday,Search,15.2%,11.2%,65.7%
February 2024,6,Sunday,Shopping,--,--,--
February 2024,6,Sunday,Demand Gen,--,--,--
February 2024,6,Sunday,Performance Max,--,4.1%,> 85.5%
February 2024,6,Monday,Search,16.7%,14.3%,59.2%
February 2024,6,Monday,Shopping,--,--,--
February 2024,6,Monday,Demand Gen,--,--,--
February 2024,6,Monday,Performance Max,--,4.4%,> 85.5%
February 2024,6,Tuesday,Search,13.1%,5.3%,74.6%
February 2024,6,Tuesday,Shopping,--,--,--
February 2024,6,Tuesday,Demand Gen,--,--,--
February 2024,6,Tuesday,Performance Max,--,1.7%,> 85.5%
February 2024,6,Wednesday,Search,12.9%,0%,80.1%
February 2024,6,Wednesday,Shopping,--,--,--
February 2024,6,Wednesday,Demand Gen,--,--,--
February 2024,6,Wednesday,Performance Max,--,9.2%,83.4%
February 2024,6,Thursday,Search,11.0%,9.1%,72.4%
February 2024,6,Thursday,Shopping,--,--,--
February 2024,6,Thursday,Demand Gen,--,--,--
February 2024,6,Thursday,Performance Max,--,58.9%,33.3%
February 2024,6,Friday,Search,14.1%,27.6%,50.7%
February 2024,6,Friday,Shopping,--,--,--
February 2024,6,Friday,Demand Gen,--,--,--
February 2024,6,Friday,Performance Max,--,36.5%,55.4%
February 2024,6,Saturday,Search,17.1%,8.1%,65.8%
February 2024,6,Saturday,Shopping,--,--,--
February 2024,6,Saturday,Demand Gen,--,--,--
February 2024,6,Saturday,Performance Max,--,47.5%,36.2%
February 2024,7,Sunday,Search,15.6%,10.9%,66.5%
February 2024,7,Sunday,Shopping,--,--,--
February 2024,7,Sunday,Demand Gen,--,--,--
February 2024,7,Sunday,Performance Max,--,5.1%,> 85.5%
February 2024,7,Monday,Search,15.1%,13.6%,62.4%
February 2024,7,Monday,Shopping,--,--,--
February 2024,7,Monday,Demand Gen,--,--,--
February 2024,7,Monday,Performance Max,--,4.0%,> 85.5%
February 2024,7,Tuesday,Search,16.8%,4.3%,72.2%
February 2024,7,Tuesday,Shopping,--,--,--
February 2024,7,Tuesday,Demand Gen,--,--,--
February 2024,7,Tuesday,Performance Max,--,1.4%,> 85.5%
February 2024,7,Wednesday,Search,11.4%,0%,80.4%
February 2024,7,Wednesday,Shopping,--,--,--
February 2024,7,Wednesday,Demand Gen,--,--,--
February 2024,7,Wednesday,Performance Max,--,8.6%,83.9%
February 2024,7,Thursday,Search,14.1%,8.4%,71.1%
February 2024,7,Thursday,Shopping,--,--,--
February 2024,7,Thursday,Demand Gen,--,--,--
February 2024,7,Thursday,Performance Max,--,58.7%,33.3%
February 2024,7,Friday,Search,13.4%,27.9%,52.3%
February 2024,7,Friday,Shopping,--,--,--
February 2024,7,Friday,Demand Gen,--,--,--
February 2024,7,Friday,Performance Max,--,46.7%,45.1%
February 2024,7,Saturday,Search,15.9%,8.1%,66.7%
February 2024,7,Saturday,Shopping,--,--,--
February 2024,7,Saturday,Demand Gen,--,--,--
February 2024,7,Saturday,Performance Max,--,37.6%,37.6%
February 2024,8,Sunday,Search,13.9%,10.7%,69.1%
February 2024,8,Sunday,Shopping,--,--,--
February 2024,8,Sunday,Demand Gen,--,--,--
February 2024,8,Sunday,Performance Max,--,2.6%,> 85.5%
February 2024,8,Monday,Search,13.4%,13.1%,64.6%
February 2024,8,Monday,Shopping,--,--,--
February 2024,8,Monday,Demand Gen,--,--,--
February 2024,8,Monday,Performance Max,--,5.0%,> 85.5%
February 2024,8,Tuesday,Search,14.9%,4.6%,73.9%
February 2024,8,Tuesday,Shopping,--,--,--
February 2024,8,Tuesday,Demand Gen,--,--,--
February 2024,8,Tuesday,Performance Max,--,1.5%,> 85.5%
February 2024,8,Wednesday,Search,12.6%,0%,80.8%
February 2024,8,Wednesday,Shopping,--,--,--
February 2024,8,Wednesday,Demand Gen,--,--,--
February 2024,8,Wednesday,Performance Max,--,9.0%,83.8%
February 2024,8,Thursday,Search,12.9%,8.6%,72.2%
February 2024,8,Thursday,Shopping,--,--,--
February 2024,8,Thursday,Demand Gen,--,--,--
February 2024,8,Thursday,Performance Max,--,58.7%,32.9%
February 2024,8,Friday,Search,11.7%,28.5%,52.6%
February 2024,8,Friday,Shopping,--,--,--
February 2024,8,Friday,Demand Gen,--,--,--
February 2024,8,Friday,Performance Max,--,62.9%,29.9%
February 2024,8,Saturday,Search,14.0%,7.1%,70.7%
February 2024,8,Saturday,Shopping,--,--,--
February 2024,8,Saturday,Demand Gen,--,--,--
February 2024,8,Saturday,Performance Max,--,35.6%,43.5%
February 2024,9,Sunday,Search,15.3%,11.8%,66.0%
February 2024,9,Sunday,Shopping,--,--,--
February 2024,9,Sunday,Demand Gen,--,--,--
February 2024,9,Sunday,Performance Max,--,4.7%,85.0%
February 2024,9,Monday,Search,11.7%,12.2%,68.1%
February 2024,9,Monday,Shopping,--,--,--
February 2024,9,Monday,Demand Gen,--,--,--
February 2024,9,Monday,Performance Max,--,5.2%,> 85.5%
February 2024,9,Tuesday,Search,14.5%,5.1%,72.7%
February 2024,9,Tuesday,Shopping,--,--,--
February 2024,9,Tuesday,Demand Gen,--,--,--
February 2024,9,Tuesday,Performance Max,--,1.7%,> 85.5%
February 2024,9,Wednesday,Search,10.3%,0%,81.3%
February 2024,9,Wednesday,Shopping,--,--,--
February 2024,9,Wednesday,Demand Gen,--,--,--
February 2024,9,Wednesday,Performance Max,--,8.2%,82.7%
February 2024,9,Thursday,Search,14.2%,8.8%,71.6%
February 2024,9,Thursday,Shopping,--,--,--
February 2024,9,Thursday,Demand Gen,--,--,--
February 2024,9,Thursday,Performance Max,--,58.7%,33.6%
February 2024,9,Friday,Search,12.2%,28.3%,51.4%
February 2024,9,Friday,Shopping,--,--,--
February 2024,9,Friday,Demand Gen,--,--,--
February 2024,9,Friday,Performance Max,--,66.6%,24.5%
February 2024,9,Saturday,Search,13.6%,7.7%,68.9%
February 2024,9,Saturday,Shopping,--,--,--
February 2024,9,Saturday,Demand Gen,--,--,--
February 2024,9,Saturday,Performance Max,--,31.1%,51.2%
February 2024,10,Sunday,Search,13.7%,11.0%,68.3%
February 2024,10,Sunday,Shopping,--,--,--
February 2024,10,Sunday,Demand Gen,--,--,--
February 2024,10,Sunday,Performance Max,--,6.3%,84.2%
February 2024,10,Monday,Search,13.0%,13.0%,65.8%
February 2024,10,Monday,Shopping,--,--,--
February 2024,10,Monday,Demand Gen,--,--,--
February 2024,10,Monday,Performance Max,--,5.4%,> 85.5%
February 2024,10,Tuesday,Search,11.8%,5.5%,74.7%
February 2024,10,Tuesday,Shopping,--,--,--
February 2024,10,Tuesday,Demand Gen,--,--,--
February 2024,10,Tuesday,Performance Max,--,1.6%,> 85.5%
February 2024,10,Wednesday,Search,10.0%,0%,83.4%
February 2024,10,Wednesday,Shopping,--,--,--
February 2024,10,Wednesday,Demand Gen,--,--,--
February 2024,10,Wednesday,Performance Max,--,9.0%,82.9%
February 2024,10,Thursday,Search,13.4%,8.4%,70.8%
February 2024,10,Thursday,Shopping,--,--,--
February 2024,10,Thursday,Demand Gen,--,--,--
February 2024,10,Thursday,Performance Max,--,58.9%,33.7%
February 2024,10,Friday,Search,12.6%,26.4%,51.3%
February 2024,10,Friday,Shopping,--,--,--
February 2024,10,Friday,Demand Gen,--,--,--
February 2024,10,Friday,Performance Max,--,66.3%,25.6%
February 2024,10,Saturday,Search,13.9%,7.3%,71.6%
February 2024,10,Saturday,Shopping,--,--,--
February 2024,10,Saturday,Demand Gen,--,--,--
February 2024,10,Saturday,Performance Max,--,42.8%,37.5%
February 2024,11,Sunday,Search,11.2%,10.4%,71.5%
February 2024,11,Sunday,Shopping,--,--,--
February 2024,11,Sunday,Demand Gen,--,--,--
February 2024,11,Sunday,Performance Max,--,9.2%,80.4%
February 2024,11,Monday,Search,13.3%,13.5%,65.2%
February 2024,11,Monday,Shopping,--,--,--
February 2024,11,Monday,Demand Gen,--,--,--
February 2024,11,Monday,Performance Max,--,5.3%,> 85.5%
February 2024,11,Tuesday,Search,13.9%,3.8%,72.5%
February 2024,11,Tuesday,Shopping,--,--,--
February 2024,11,Tuesday,Demand Gen,--,--,--
February 2024,11,Tuesday,Performance Max,--,1.7%,> 85.5%
February 2024,11,Wednesday,Search,13.0%,0.4%,77.5%
February 2024,11,Wednesday,Shopping,--,--,--
February 2024,11,Wednesday,Demand Gen,--,--,--
February 2024,11,Wednesday,Performance Max,--,8.9%,82.6%
February 2024,11,Thursday,Search,12.6%,8.3%,71.8%
February 2024,11,Thursday,Shopping,--,--,--
February 2024,11,Thursday,Demand Gen,--,--,--
February 2024,11,Thursday,Performance Max,--,59.2%,32.1%
February 2024,11,Friday,Search,11.2%,28.8%,52.3%
February 2024,11,Friday,Shopping,--,--,--
February 2024,11,Friday,Demand Gen,--,--,--
February 2024,11,Friday,Performance Max,--,67.0%,25.5%
February 2024,11,Saturday,Search,13.6%,6.6%,72.9%
February 2024,11,Saturday,Shopping,--,--,--
February 2024,11,Saturday,Demand Gen,--,--,--
February 2024,11,Saturday,Performance Max,--,58.5%,29.2%
February 2024,12,Sunday,Search,12.1%,12.5%,68.8%
February 2024,12,Sunday,Shopping,--,--,--
February 2024,12,Sunday,Demand Gen,--,--,--
February 2024,12,Sunday,Performance Max,--,10.9%,78.8%
February 2024,12,Monday,Search,12.3%,13.3%,66.7%
February 2024,12,Monday,Shopping,--,--,--
February 2024,12,Monday,Demand Gen,--,--,--
February 2024,12,Monday,Performance Max,--,3.8%,> 85.5%
February 2024,12,Tuesday,Search,14.6%,4.7%,72.1%
February 2024,12,Tuesday,Shopping,--,--,--
February 2024,12,Tuesday,Demand Gen,--,--,--
February 2024,12,Tuesday,Performance Max,--,1.7%,> 85.5%
February 2024,12,Wednesday,Search,10.3%,0%,80.6%
February 2024,12,Wednesday,Shopping,--,--,--
February 2024,12,Wednesday,Demand Gen,--,--,--
February 2024,12,Wednesday,Performance Max,--,9.3%,82.6%
February 2024,12,Thursday,Search,11.4%,8.6%,73.0%
February 2024,12,Thursday,Shopping,--,--,--
February 2024,12,Thursday,Demand Gen,--,--,--
February 2024,12,Thursday,Performance Max,--,59.0%,33.9%
February 2024,12,Friday,Search,10.2%,28.6%,53.5%
February 2024,12,Friday,Shopping,--,--,--
February 2024,12,Friday,Demand Gen,--,--,--
February 2024,12,Friday,Performance Max,--,66.3%,24.3%
February 2024,12,Saturday,Search,11.5%,6.8%,74.6%
February 2024,12,Saturday,Shopping,--,--,--
February 2024,12,Saturday,Demand Gen,--,--,--
February 2024,12,Saturday,Performance Max,--,56.9%,33.5%
February 2024,13,Sunday,Search,14.2%,12.8%,65.5%
February 2024,13,Sunday,Shopping,--,--,--
February 2024,13,Sunday,Demand Gen,--,--,--
February 2024,13,Sunday,Performance Max,--,12.1%,80.5%
February 2024,13,Monday,Search,14.9%,13.7%,63.7%
February 2024,13,Monday,Shopping,--,--,--
February 2024,13,Monday,Demand Gen,--,--,--
February 2024,13,Monday,Performance Max,--,4.6%,> 85.5%
February 2024,13,Tuesday,Search,14.2%,4.7%,72.5%
February 2024,13,Tuesday,Shopping,--,--,--
February 2024,13,Tuesday,Demand Gen,--,--,--
February 2024,13,Tuesday,Performance Max,--,1.7%,> 85.5%
February 2024,13,Wednesday,Search,10.8%,0%,80.3%
February 2024,13,Wednesday,Shopping,--,--,--
February 2024,13,Wednesday,Demand Gen,--,--,--
February 2024,13,Wednesday,Performance Max,--,9.4%,82.5%
February 2024,13,Thursday,Search,10.6%,7.8%,75.5%
February 2024,13,Thursday,Shopping,--,--,--
February 2024,13,Thursday,Demand Gen,--,--,--
February 2024,13,Thursday,Performance Max,--,58.9%,33.2%
February 2024,13,Friday,Search,< 9.5%,27.7%,55.4%
February 2024,13,Friday,Shopping,--,--,--
February 2024,13,Friday,Demand Gen,--,--,--
February 2024,13,Friday,Performance Max,--,66.5%,26.3%
February 2024,13,Saturday,Search,12.6%,7.4%,71.3%
February 2024,13,Saturday,Shopping,--,--,--
February 2024,13,Saturday,Demand Gen,--,--,--
February 2024,13,Saturday,Performance Max,--,59.1%,30.1%
February 2024,14,Sunday,Search,12.3%,10.5%,69.4%
February 2024,14,Sunday,Demand Gen,--,--,--
February 2024,14,Sunday,Performance Max,--,9.9%,79.3%
February 2024,14,Monday,Search,12.0%,13.2%,67.5%
February 2024,14,Monday,Shopping,--,--,--
February 2024,14,Monday,Demand Gen,--,--,--
February 2024,14,Monday,Performance Max,--,4.1%,> 85.5%
February 2024,14,Tuesday,Search,14.3%,4.3%,74.3%
February 2024,14,Tuesday,Shopping,--,--,--
February 2024,14,Tuesday,Demand Gen,--,--,--
February 2024,14,Tuesday,Performance Max,--,1.3%,> 85.5%
February 2024,14,Wednesday,Search,10.7%,0%,81.9%
